tier,dropped_layer,dropped_name,dropped_city,dropped_state,dropped_address,winner_layer,reason,archived_at
T1-intra,FSS Specialty Mills,"California Cereal Products, Inc.",Oakland,California,1267 14th St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Brant Flour Mills Ltd.,Scotland,ON,"14 Brant Mill Rd., P.O. Box 190",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Brant Flour Mills Ltd.,Scotland,ON,"14 Brant Mill Rd., P.O. Box 190",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bunge Milling,Crete,Nebraska,1405 Norman St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Gluten Free,Belgrade,Montana,141 Andrea Dr.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Gluten Free,Belgrade,Montana,141 Andrea Dr.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Sunwest Milling Co., Inc.",Davis,California,"1550 Drew Ave., Suite 150",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Grain Millers, Inc.",Marion,Indiana,1626 S. Joaquin Dr.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Grain Millers, Inc.",Marion,Indiana,1626 S. Joaquin Dr.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bunge Milling,Atchison,Kansas,16755 274th Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Cargill, Incorporated",Indianapolis,Indiana,1730 W. Michigan St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,North Dakota Mill & Elevator Association,Grand Forks,North Dakota,1823 Mill Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Denver,Colorado,1875 Lawrence St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Denver,Colorado,1875 Lawrence St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Champlain Valley Milling Corp.,Willsboro,New York,19 Myers Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Champlain Valley Milling Corp.,Willsboro,New York,19 Myers Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Champlain Valley Milling Corp.,Willsboro,New York,19 Myers Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Adm Milling Co.,Dodge City,Kansas,"1901 E. Wyatt Earp Blvd., P.O. Box 400",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Adm Milling Co.,Dodge City,Kansas,"1901 E. Wyatt Earp Blvd., P.O. Box 400",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Hastings,Minnesota,2005 Vermillion St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Hastings,Minnesota,2005 Vermillion St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Shawnee Milling Co.,Shawnee,Oklahoma,201 S. Broadway,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,"Riceland Foods, Inc.",Jonesboro,Arkansas,216 N. Gee St.,FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Homestead Mills,Cook,Minnesota,"221 N. River St., P.O. Box 1115",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Homestead Mills,Cook,Minnesota,"221 N. River St., P.O. Box 1115",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Homestead Mills,Cook,Minnesota,"221 N. River St., P.O. Box 1115",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Natural Products, Inc.",Grinnell,Iowa,2211 Sixth Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Natural Products, Inc.",Grinnell,Iowa,2211 Sixth Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Viobin,Monticello,Illinois,226 W. Livingston St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Viobin,Monticello,Illinois,226 W. Livingston St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Viobin,Monticello,Illinois,226 W. Livingston St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Stockton,California,2404 Stagecoach Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Stockton,California,2404 Stagecoach Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Stockton,California,2404 Stagecoach Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Stockton,California,2404 Stagecoach Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Stockton,California,2404 Stagecoach Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Stockton,California,2404 Stagecoach Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Early Morning Harvest,Panora,Iowa,2425 Willow Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Early Morning Harvest,Panora,Iowa,2425 Willow Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Early Morning Harvest,Panora,Iowa,2425 Willow Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Flour & Grain,Fort Benton,Montana,"2500 Chouteau St., P.O. Box 517",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Flour & Grain,Fort Benton,Montana,"2500 Chouteau St., P.O. Box 517",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Flour & Grain,Fort Benton,Montana,"2500 Chouteau St., P.O. Box 517",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Flour & Grain,Fort Benton,Montana,"2500 Chouteau St., P.O. Box 517",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Flour & Grain,Fort Benton,Montana,"2500 Chouteau St., P.O. Box 517",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,Archer Daniels Midland Co. (Enid Elevator B),Enid,Oklahoma,2502 N. 16th St.,FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,Archer Daniels Midland Co. (Enid Elevator Y),Enid,Oklahoma,2502 N. 16th St.,FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,Archer Daniels Midland Co. (Enid Elevator Z),Enid,Oklahoma,2502 N. 16th St.,FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Bolingbrook,Illinois,279 Beaudin Blvd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Bolingbrook,Illinois,279 Beaudin Blvd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Bolingbrook,Illinois,279 Beaudin Blvd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Bolingbrook,Illinois,279 Beaudin Blvd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Bolingbrook,Illinois,279 Beaudin Blvd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Lifeline Foods,Joseph,Missouri,2811 S. 11th St. St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Lifeline Foods,Joseph,Missouri,2811 S. 11th St. St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Lifeline Foods,Joseph,Missouri,2811 S. 11th St. St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Miller Milling Co.,Fresno,California,2908 S. Maple Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Grain Millers, Inc.",Eugene,Oregon,315 Madison St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Grain Millers, Inc.",Eugene,Oregon,315 Madison St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Grain Millers, Inc.",Eugene,Oregon,315 Madison St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Grain Millers, Inc. (West Coast Operations)",Eugene,Oregon,315 Madison St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Mgi Grain,East Grand Forks,Minnesota,316 Fifth Ave. N.E.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Mgi Grain,East Grand Forks,Minnesota,316 Fifth Ave. N.E.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,The Mennel Milling Co.,Fostoria,Ohio,320 Findlay St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T3-cross,FSS Specialty Mills,"Farmers Rice Milling Co., Inc.",Lake Charles,Louisiana,3211 Hwy. 397 S.,Farmers Rice,Cross-layer same-address (prio 1 Farmers Rice beats prio 3 FSS Specialty Mills),2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Giusto’S Specialty Foods & Flour Mills,South San Francisco,California,344 Littlefield Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Giusto’S Specialty Foods & Flour Mills,South San Francisco,California,344 Littlefield Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Giusto’S Specialty Foods & Flour Mills,South San Francisco,California,344 Littlefield Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Pgp International,Woodland,California,"351 Hanson Way, P.O. Box 2060",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Woodland,California,360 Hanson Way,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Platteville,Colorado,"400 Platte St., P.O. Box 1110",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Platteville,Colorado,"400 Platte St., P.O. Box 1110",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Dakotamb,Fargo,North Dakota,4014 15th Ave. N.W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Dakotamb,Fargo,North Dakota,4014 15th Ave. N.W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Dakotamb,Fargo,North Dakota,4014 15th Ave. N.W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Dakotamb,Fargo,North Dakota,4014 15th Ave. N.W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Dakotamb,Fargo,North Dakota,4014 15th Ave. N.W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Dakotamb,Fargo,North Dakota,4014 15th Ave. N.W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Aurora Mills & Farm, Llc",Linneus,Maine,408 Burton Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Aurora Mills & Farm, Llc",Linneus,Maine,408 Burton Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Aurora Mills & Farm, Llc",Linneus,Maine,408 Burton Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Nature'S Legacy,Hudson,Michigan,417 S. Meridian Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Nature’S Legacy,Hudson,Michigan,417 S. Meridian Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Nature’S Legacy,Hudson,Michigan,417 S. Meridian Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Pepsico,Cedar Rapids,Iowa,418 Second St. N.E.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Pepsico,Cedar Rapids,Iowa,418 Second St. N.E.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Tolleson,Arizona,421 S. 99th Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Tolleson,Arizona,421 S. 99th Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Woodland,California,"440 N. Pioneer Ave., Suite 200",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Woodland,California,"440 N. Pioneer Ave., Suite 200",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Woodland,California,"440 N. Pioneer Ave., Suite 200",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Woodland,California,"440 N. Pioneer Ave., Suite 200",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Woodland,California,"440 N. Pioneer Ave., Suite 200",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Woodland,California,"440 N. Pioneer Ave., Suite 200",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Rogers Foods Ltd.,Armstrong,BC,4420 Larkin Cross Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Rogers Foods Ltd.,Armstrong,BC,4420 Larkin Cross Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,"Columbia Grain International, Llc",Plentywood,Montana,4458 Hwy. 16 S.,FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Sunnyland Mills,Fresno,California,4469 E. Annadale Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Commerce City,Colorado,4545 E. 64th Ave.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Panhandle Milling, Llc",Dawn,Texas,4805 Farm Rd. 809,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Panhandle Milling, Llc",Dawn,Texas,4805 Farm Rd. 809,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Harvey,North Dakota,500 North St. W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Harvey,North Dakota,500 North St. W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Harvey,North Dakota,500 North St. W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Harvey,North Dakota,500 North St. W.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Didion Milling, Inc.",Cambria,Wisconsin,"501 S. Williams St., P.O. Box 495",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Pine Bluff,Arkansas,5215 Industrial Dr. S.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Pine Bluff,Arkansas,5215 Industrial Dr. S.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Pine Bluff,Arkansas,5215 Industrial Dr. S.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Pine Bluff,Arkansas,5215 Industrial Dr. S.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Western Foods, Llc",Pine Bluff,Arkansas,5215 Industrial Dr. S.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Lundberg Family Farms,Richvale,California,"5311 Midway, P.O. Box 369",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Winona,Minnesota,55 Franklin St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bay State Milling Co.,Winona,Minnesota,55 Franklin St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Snavely'S Mill, Inc.",Mifflinville,Pennsylvania,607 Race St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
