Company Name,Category,Street_Address,City,State_Parsed,ZIP_Parsed,Lat / Long,Capacity
Poinsett Rice & Grain,Grain,1926 E. CR718,Osceola Port,AR,72370,,"1,700,000 bus up."
Pride Ag Resources,Grain,19502 U.S. Hwy. 56,Cimarron,KS,67835,,"1,034,000 bus up"
Archer Daniels Midland Co.,Grain,1964 Clarks Ferry Rd,Ledbetter,KY,42058,,"3,002,000 bus up."
Ardent Mills,Grain,19684 Cajon Blvd.,San Bernardino,CA,92407,,"1,000,000 bus up."
Ardent Mills,Flour mills,19684 Cajon Blvd.,San Bernardino,CA,92407,,"18,500 cwts"
"Farmers Grain Terminal, Inc.",Grain,1977 Harbor Front Rd.,Greenville,MS,38701,,"11,360,000 bus up; 700,000 bus fl."
Tate & Lyle,Specialty Mills,198 Blair Bend Dr.,Loudon,TN,37774,,
Sunrise Cooperative,Grain,1981 Fitchville River Rd.,Wakeman,OH,44889,,"8,500,000 bus up."
"Cargill, Incorporated",Grain,"19849 E. Hwy. 30, P.O. Box 460",Shelton,NE,68876,,"4,302,000 bus up"
Ardent Mills,Grain,1B Riverside Lane,Chattanooga,TN,37406,,"1,900,000 bus up"
"Cargill, Incorporated",Grain,"2 miles west of WaKeeney on Old Hwy. 40, P.O. Box 67",WaKeeney,KS,67672,,"645,000 bus up."
Landus Cooperative,Grain,200 E. First St.,Halbur,IA,50441,,"329,000 bus up"
"General Mills, Inc.",Grain,200 Garfield Ave.,Duluth,MN,55802,,"3,796,000 bus up."
Hansen-Mueller Co.,Grain,200 Garfield Ave.,Duluth,MN,55802,,"3,796,000.00"
"The Andersons, Inc.",Grain,200 Hydro Way,Delhi,LA,71232,,"5,725,000 bus up; 6,264,000 bus fl."
"Cargill, Incorporated",Grain,200 N. 19th St.,Tampa,FL,33605,,"1,740,000 bus up."
Ardent Mills,Grain,200 N. Riverfront Dr.,Mankato,MN,56001,,"610,000 bus up."
Ardent Mills,Flour mills,200 N. Riverfront Dr.,Mankato,MN,56001,,"9,900 cwts"
Ardent Mills,Specialty Mills,200 N. Riverfront Dr.,Mankato,MN,56001,,
"Riceland Foods, Inc.",Grain,200 Plum St,Newport,AR,72112,,"1,509,000 bus up; 1,124,000 bus fl."
Alliance Grain Co.,Grain,"200 S. Brook St., P.O. Box 236",Colfax,IL,61728,,"2,200,000 bus up."
"Viterra Usa Grain, Llc",Grain,200 Voorhees St.,Terre Haute,IN,47802,,"2,963,000 bus up"
Archer Daniels Midland Co.,Grain,200 W. Lamb St.,Center,MO,63436,,"900,000 bus up"
Agtegra Cooperative,Grain,200 W. Railway St.,Kennebec,SD,57544,,"4,800,000 bus up"
Treehouse Foods,Specialty Mills,2000 American Italian Way,Columbia,SC,29209,,"11,000 cwts."
"Cargill, Incorporated",Grain,2000 W. Ohio St.,Evansville,IN,47712,,"1,945,000 bus up."
Hopkinsville Milling Co.,Flour mills,2001 S.,Walnut Hopkinsville,KY,42240,,
Hopkinsville Milling Co.,Specialty Mills,2001 S.,Walnut Hopkinsville,KY,42240,,"5,000 bus"
Hopkinsville Milling Co.,Specialty Mills,2001 S. Walnut,Hopkinsville,KY,42240,,"5,000 bus."
Hopkinsville Milling Co.,Mix Plants,2001 S. Walnut,Hopkinsville,KY,42240,,
Rumbold & Kuhn,Grain,20014 N. Rice Rd.,Princeville,IL,61559,,"577,825 bus up; 2,345,175 bus fl."
"Mid-Columbia Producers, Inc.",Grain,2003 Railroad Ave.,Moro,OR,97039,,"1,780,000 bus up."
Ardent Mills,Grain,2005 Vermillion St.,Hastings,MN,55033,,"1,495,000 bus up."
Ardent Mills,Flour mills,2005 Vermillion St.,Hastings,MN,55033,,"26,760 cwts"
Ardent Mills,Specialty Mills,2005 Vermillion St.,Hastings,MN,55033,,"8,500 cwts."
Ardent Mills,Specialty Mills,2005 Vermillion St.,Hastings,MN,55033,,"2,000 cwts"
Ardent Mills,Specialty Mills,2005 Vermillion St.,Hastings,MN,55033,,
Landus Cooperative,Grain,2008 Sixth St.,Harlan,IA,51537,,"188,000 bus up"
Tyson Foods Local Grain Services,Grain,201 E. Church St.,Kenton,TN,38233,,"2,250,000 bus up"
Ritzville Warehouse Co.,Grain,201 E. First Ave.,Ritzville,WA,99169,,"750,000 bus up"
"Perdue Agribusiness Grain, Llc",Grain,201 E. Main,Sudlersville,MD,21668,,"450,000 bus up."
Consolidated Grain & Barge Co.,Grain,201 N. Missouri St.,Mound City,IL,62963,,"3,472,000 bus up; 3,281,000 bus fl"
Adm Milling Co.,Grain,"201 Rte. 23B, P.O. Box 398",Hudson,NY,12534,,"1,000,000 bus up."
Adm Milling Co.,Flour mills,"201 Rte. 23B, P.O. Box 398",Hudson,NY,12534,,"18,000 cwts"
Shawnee Milling Co.,Flour mills,201 S.,Broadway Shawnee,OK,74801,,"7,000 cwts"
Shawnee Milling Co.,Mix Plants,201 S.,Broadway Shawnee,OK,74801,,
Shawnee Milling Co.,Specialty Mills,201 S. Broadway,Shawnee,OK,74801,,"6,500 bus."
Shawnee Milling Co.,Specialty Mills,201 S. Broadway,Shawnee,OK,74801,,
Cfs,Grain,201 W. Main St.,Clarks Grove,MN,56016,,"1,300,000 bus up"
Chelsea Milling Co.,Flour mills,"201 W. North St., P.O. Box 460",Chelsea,MI,48118,,"4,500 cwts."
Chelsea Milling Co.,Mix Plants,"201 W. North St., P.O. Box 460",Chelsea,MI,48118,,
"Attebury Grain, Inc.",Grain,2013 N Ave. N.,Lubbock,TX,79408,,"10,119,000 bus up"
Agtegra Cooperative,Grain,20137 U.S. Hwy. 281,Wolsey,SD,57384,,"4,100,000 bus up"
Cpi,Grain,2014 Rd. 12,Fairmont,NE,68354,,"2,700,000 bus up"
Landus Cooperative,Grain,"202 E. Dow St., P.O. Box 430",Greene,IA,50636,,"716,000 bus up; 2,922,000 bus fl."
"Ray-Carroll County Grain Growers, Inc.",Grain,202 E. Main St.,Hardin,MO,64035,,"5,806,000 bus up."
"Viterra Usa Grain, Llc",Grain,202 Factory St.,Golden Gate,IL,62843,,
Adm Milling Co.,Flour mills,202 First St.,Midland,ON,L4R 3L9,,"12,000 cwts"
"New Cooperative, Inc.",Grain,"202 First St., Box 180",Dickens,IA,51333,,
"Attebury Grain, Inc. (Happy)",Grain,"202 N. Gordon, P.O. Box 37",Happy,TX,79042,,"4,642,000 bus up;"
"Chs, Inc. (Global Grain & Processing)",Specialty Mills,"2020 S. Riverfront Dr., P.O. Box 3247",Mankato,MN,56001,,"4,000 cwts."
Ardent Mills,Grain,2020 Steel Rd.,Colton,CA,92324,,"460,000 bus up."
Ardent Mills,Flour mills,2020 Steel Rd.,Colton,CA,92324,,"11,000 cwts"
Ardent Mills,Grain,20201 Hwy. 97 S.,Klamath Falls,OR,97603,,"668,000 bus up."
"Dawn Food Products, Inc.",Specialty Mills,2021 Micor Dr.,Jackson,MI,49203,,
"Dawn Food Products, Inc.",Mix Plants,2021 Micor Dr.,Jackson,MI,49203,,
"Attebury Grain, Inc. (46Th)",Grain,203 E. 46th,Amarillo,TX,79118,,"3,226,000 bus up"
Northern Country Coop,Grain,"203 E. Spring St., P.O. Box 217",Stacyville,IA,50476,,"2,236,000 bus up"
Consolidated Grain &Barge Co.,Grain,20314 MO-77,East Prairie,MO,63845,,"589,000 bus up"
Archer Daniels Midland Co.,Grain,2032 Hwy. 44,Reserve,LA,70084,,"3,200,000 bus up; 2,000,000 bus fl."
Ruff Brothers Grain,Grain,204 E. Fifth St.,Long Point,IL,61333,,"1,425,000 bus up; 500,000 bus"
Heartland Co-Op,Grain,204 E. Hancock,Runnells,IA,50237,,"273,000 bus up."
Arva Flour Mills Ltd.,Flour mills,2042 Elgin St.,Arva,ON,N0M 1C0,,300 cwts
Arva Flour Mills Ltd.,Specialty Mills,2042 Elgin St.,Arva,ON,N0M 1C0,,300 cwts
Iowa Corn Processors Lc,Specialty Mills,20481 Sycamore Ave.,Glidden,IA,51443,,"21,000 bus"
"New Cooperative, Inc.",Grain,205 E. Center St.,Pomeroy,IA,50575,,"3,242,000 bus up."
Landus Cooperative,Grain,"205 E. First St., P.O. Box 476",Odebolt,IA,51458,,"2,999,000 bus up; 976,000 bus fl."
Ardent Mills,Grain,2050 Market St. N.E.,Decatur,AL,35601,,"2,600,000 bus up."
Ardent Mills,Flour mills,2050 Market St. N.E.,Decatur,AL,35601,,"22,000 cwts"
"Columbia Grain International, Llc",Grain,2051 Wilma Dr.,Clarkston,WA,99403,,"5,000,000 bus up"
Archer Daniels Midland Co.,Grain,"2054 N. 2753 Rd., P.O. Box 546",Ottawa,IL,61350,,"231,414 bus up; 1,188,430 bus fl."
"New Cooperative, Inc.",Grain,206 N. First St.,Vincent,IA,50594,,"5,146,000 bus up; 2,819,000 bus fl."
"Columbia Grain International, Llc",Grain,20601 State Rte. 195,Pullman,WA,99163,,"300,000 bus up"
Shellsburg Elevator,Grain,207 Commercial St.,Shellsburg,IA,52332,,"1,600,000 bus up"
Consolidated Grain & Barge Co.,Grain,207 W.,Ozburn Pinckneyville,IL,62274,,"1,094,000 bus up"
Farmers Cooperative,Grain,208 W.,Depot Dorchester,NE,68343,,"4,654,708 bus up"
Heartland Co-Op,Grain,2081 Nutmeg Ave.,Fairfield,IA,52556,,"4,507,000 bus up"
Farmers Cooperative,Grain,2084 Tumbleweed Rd.,Frankfort,KS,66427,,"4,100,000 bus up"
"The Andersons, Inc.",Grain,20888 Van Slyke Rd.,Greenleaf,ID,83626,,"511,000 bus up; 1,200,000 bus fl."
Jamaica Flour Mills Limited,Mix Plants,209 Windward Rd.,Kingston 2,JM,,,
Jamaica Flour Mills Limited,Specialty Mills,"209 Windward Rd., Kingston",2,JM,,,"2,000 cwts"
Sunrise Cooperative,Grain,"21 Woodward St., P.O. Box R",South Charleston,OH,45368,,"8,900,000 bus up."
Hansen-Mueller Co.,Grain,21-21st Ave. E.,Superior,WI,54880,,"3,200,000 bus up"
Consolidated Grain & Barge Co.,Grain,210 George St.,Aurora,IN,47001,,"1,928,000 bus up"
Archer Daniels Midland Co.,Grain,210 N 7th St,La Belle,MO,63447,,"1,100,000 bus up."
Adm Milling Co.,Specialty Mills,210 N.E. Third St.,Abilene,KS,67410,,"14,200 cwts."
Dm Milling Co.,Grain,"210 N.E. Third St., P.O. Box 338",Abilene,KS,67410,,"2,100,000 bus up"
Adm Milling Co.,Specialty Mills,"210 N.E. Third St., P.O. Box 338",Abilene,KS,67410,,
"Riceland Foods, Inc.",Grain,210 S Front St,Hickory Ridge,AR,72347,,"2,923,000 bus up."
"Cargill, Incorporated",Grain,210 Third St.,Carleton,NE,68326,,"1,482,000 bus up."
Great Plains Commodities,Grain,21080 U.S. Hwy. 62,Altus (Headrick),OK,73549,,"1,414,000 bus up."
Frontier Cooperative Co.,Grain,211 S. Lincoln St.,Brainard,NE,68626,,"2,925,000 bus up; 1,550,000 bus fl."
Thresher Artisan Wheat —,Grain,211 Truck Rte.,Newdale,ID,83436,,"866,000 bus up."
"Cargill, Incorporated",Grain,"2117 W. Hwy. 8, P.O. Box 88",Heartwell,NE,68945,,"2,665,000 bus up."
Landus Cooperative,Grain,212 S. First St.,Dawson,IA,50066,,"1,056,000 bus up; 1,544,000 bus fl."
"Riceland Foods, Inc.",Specialty Mills,"2120 S. Park Ave., P.O. Box 927",Stuttgart,AR,72160,,"18,200,000 cwts"
Busch Agricultural,Grain,2121 W. 145th N.,Idaho Falls,ID,83402,,"4,025,000 bus up."
Archer Daniels Midland Co.,Grain,2122 Navigation Blvd,Corpus Christi,TX,78402,,"4,700,000 bus up."
"General Mills, Inc.",Grain,2125 49th Ave. N.,Minneapolis,MN,55430,,"3,553,000 bus up."
"Viterra Usa Grain, Llc",Grain,2130 Little Levee Rd.,Rockwood,IL,62280,,"1,052,000 bus up."
Consolidated Grain &Barge Co,Grain,2133 E. State Hwy.,ABScott City,MO,63780,,"369,000 bus up"
Consolidated Grain & Barge Co.,Grain,2133 E. State Hwy. 500 Lacruz St.,Cape Girardeau,MO,63703,,"132,000 bus up."
Heartland Co-Op,Grain,2136 Green Bay Rd.,Wever,IA,52658,,"510,000 bus up; 3,490,000 bus fl."
"Cargill, Incorporated",Grain,214 S. Water St.,Havana,IL,62644,,"400,000 bus up."
Consolidated Grain &Barge Co.,Grain,2140 County Hwy.,553Caruthersville,MO,63830,,"387,000 bus up."
"Cornerstone Ag, Llc",Grain,"2148 County Rd. Q, P.O. Box 468",Colby,KS,67701,,"6,895,000 bus up; 2,900,000 bus fl."
"Cargill, Incorporated",Grain,215 Grainery Rd.,Hales Point,TN,38040,,"955,000 bus up"
Consolidated Grain & Barge Co.,Grain,"215 Marine St., P.O. Box 225",Madison,IN,47250,,
"Cargill, Incorporated",Grain,"215 S. Main St., P.O. Box 429",Parker,SD,57053,,"935,000 bus up"
"Central Moagriservice, Llc",Grain,215 W Thomas Dr,Waverly,MO,64096,,"741,000 bus up"
"Cargill, Incorporated",Grain,2154 Hwy. 44,Reserve,LA,70084,,"6,000,000 bus up; 1,500,000 bus fl."
Sunrise Cooperative,Grain,"2155 State, Rte. 598",Galion,OH,44833,,"8,950,000 bus up."
"Greenfield Holdings, Llc",Grain,2159 Hwy. 165 S.,Parkdale,AR,71661,,"7,800,000 bus up."
"Michigan Agricultural Commodities, Inc.",Grain,216 Eastman,Breckenridge,MI,48615,,"11,160,000 bus up; 4,100,000 bus fl."
"Riceland Foods, Inc.",Grain,216 N. Gee St.,Jonesboro,AR,72401,,"7,262,000 bus up; 1,936,000 bus fl."
"Riceland Foods, Inc.",Grain,216 N. Gee St.,Jonesboro,AR,72401,,"5,784,000 bus up; 188,000 bus fl."
"Riceland Foods, Inc.",Specialty Mills,216 N. Gee St.,Jonesboro,AR,72401,,"15,500,000 cwts"
"Gateway Fs, Inc.",Grain,"2161 Levee Rd., P.O. Box 38",Fults,IL,62244,,
Lacey Milling Co.,Flour mills,217 W. Fifth St.,Hanford,CA,93230,,"1,500 cwts"
Heartland Co-Op,Grain,217 W. Front St.,Brooklyn,IA,52211,,"2,660,000 bus up."
"Viterra Usa Grain, Llc",Grain,"21799 E. Ave., P.O. Box 217",Rock Port,MO,64482,,"2,429,000 bus up; 5,940,000 bus fl."
Landus Cooperative,Grain,218 Lincoln Ave.,Ackley,IA,50601,,"487,000 bus up."
The Scoular Company,Grain,218 W. Delta St.,Hancock,IA,51536,,"4,440,000 bus up."
"Southampton Flour Milling, Inc.",Specialty Mills,22 Caroline St. E.,Southampton,ON,N0H 2L0,,992 cwts.
"Snavely'S Mill, Inc.",Flour mills,22 Fishing Creek Rd.,Mill Hall,PA,17751,,"5,600 cwts."
"Snavely'S Mill, Inc.",Specialty Mills,22 Fishing Creek Rd.,Mill Hall,PA,17751,,"2,000 cwts"
Consolidated Grain & Barge Co.,Grain,220 Mengel Rd.,Hickman,KY,42050,,"1,451,000 bus up"
Grain Craft,Grain,220 W. 30th St.,Ogden,UT,84401,,"1,200,000 bus up"
Grain Craft,Flour mills,220 W. 30th St.,Ogden,UT,84401,,"16,400 cwts."
Alliance Grain Co.,Grain,220 W. Eighth St.,Gibson City,IL,60936,,"445,000 bus up."
Tate & Lyle,Specialty Mills,2200 E. Eldorado St.,Decatur,IL,62521,,
"Lawrence Foods, Inc.",Mix Plants,2200 Lunt Ave.,Elk Grove Village,IL,60007,,
Miller Milling Co.,Grain,2201 E. Seventh St.,Oakland,CA,94606,,
Miller Milling Co.,Flour mills,2201 E. Seventh St.,Oakland,CA,94606,,"14,000 cwts"
Miller Milling Co.,Specialty Mills,2201 E. Seventh St.,Oakland,CA,94606,,
"Viterra Usa Grain, Llc",Grain,2203 21st Rd.,Clarks,NE,68628,,"1,287,000 bus up."
"Viterra Usa Grain, Llc",Grain,2205 County Rd. 55,Plainview,TX,79072,,"4,954,000 bus up"
Homestead Mills,Flour mills,"221 N. River St., P.O. Box 1115",Cook,MN,55723,,480 cwts
Homestead Mills,Specialty Mills,"221 N. River St., P.O. Box 1115",Cook,MN,55723,,480 cwts
Homestead Mills,Specialty Mills,"221 N. River St., P.O. Box 1115",Cook,MN,55723,,
Homestead Mills,Specialty Mills,"221 N. River St., P.O. Box 1115",Cook,MN,55723,,480 cwts
Homestead Mills,Specialty Mills,"221 N. River St., P.O. Box 1115",Cook,MN,55723,,240 cwts
Homestead Mills,Mix Plants,"221 N. River St., P.O. Box 1115",Cook,MN,55723,,
Miller Milling Co.,Grain,"221 S. Fairmont, P.O. Box 79440",Saginaw,TX,76179,,"7,000,000 bus up"
Miller Milling Co.,Flour mills,221 S. Fairmount St.,Saginaw,TX,76179,,"24,000 cwts."
Kerry,Mix Plants,221 Salem Rd. S.W.,Calhoun,GA,30701,,
"Kalama Export Company, Llc",Grain,2211 N. Hendrickson Dr.,Kalama,WA,98625,,"5,386,000 bus up"
"Natural Products, Inc.",Flour mills,2211 Sixth Ave.,Grinnell,IA,50112,,
"Natural Products, Inc.",Specialty Mills,2211 Sixth Ave.,Grinnell,IA,50112,,
"Natural Products, Inc.",Specialty Mills,2211 Sixth Ave.,Grinnell,IA,50112,,
"Natural Products, Inc.",Specialty Mills,2211 Sixth Ave.,Grinnell,IA,50112,,
"Natural Products, Inc.",Mix Plants,2211 Sixth Ave.,Grinnell,IA,50112,,
"Cargill, Incorporated",Grain,222 W. Utica St.,Ravenna,NE,68869,,"1,918,000 bus up"
"Mondelez Global, Llc",Flour mills,2221 Front St.,Toledo,OH,43605,,"31,000 cwts"
Farmers’ Rice Cooperative,Specialty Mills,2224 Industrial Blvd.,West Sacramento,CA,95833,,
"Ag Com, Inc.",Flour mills,2224 Oxford Rd.,New Oxford,PA,17350,,"5,000 cwts."
Consolidated Grain & Barge Co.,Grain,2239 Power Plant Rd.,Grand Tower,IL,62942,,"578,000 bus up."
Tate & Lyle,Specialty Mills,"2245 N. Sagamore Parkway N., P.O. Box 1398",Lafayette,IN,47904,,
"Cargill, Incorporated",Grain,"225 E. Briarwood Ave., P.O. Box 357",Dana,IN,47847,,"804,000 bus up."
"Koda Farms, Inc.",Specialty Mills,"22540 Russell Ave., P.O. Box 10",South Dos Palos,CA,93665,,"1,000,000 cwts."
Viobin,Specialty Mills,226 W. Livingston St.,Monticello,IL,61856,,
Viobin,Specialty Mills,226 W. Livingston St.,Monticello,IL,61856,,
Viobin,Specialty Mills,226 W. Livingston St.,Monticello,IL,61856,,
Viobin,Specialty Mills,226 W. Livingston St.,Monticello,IL,61856,,
"Cargill, Incorporated",Grain,"227 Front St., P.O. Box 459",Byers,CO,80103,,"1,725,000 bus up."
Pride Ag Resources,Grain,227 N. Main,Kingsdown,KS,67842,,"861,000 bus up"
Heartland Co-Op,Grain,2285 US-6,Marengo,IA,52301,,"3,065,000 bus up"
Landus Cooperative,Grain,2287 Lark Ave.,Hamlin,IA,50117,,"3,636,000 bus up; 1,504,000 bus fl"
P&H Milling Group,Flour mills,"229 Burlington St. E., Pier 10",Hamilton,ON,L8L 4H2,,"7,300 cwts"
Landus Cooperative,Grain,"2290 Grant Ave., P.O. Box 37",Britt,IA,50423,,"1,173,000 bus up; 923,000 bus fl."
Fairview Mills,Grain,2300 N.W. Menoken Rd.,Topeka,KS,66618,,"800,000 bus up; 1,500,000 bus fl."
"Attebury Grain, Inc. (Ft. Worth D)",Grain,2301 Terminal Rd.,Ft. Worth,TX,76106,,"3,976,000 bus up"
"Busch Agricultural Resources, Llc",Grain,231 Busch Lane,Conrad,MT,59425,,"2,030,000 bus up."
"Riviana Foods, Inc.",Specialty Mills,2314 S.,Lauderdale Memphis,TN,38106,,"3,000,000 cwts"
Archer Daniels Midland Co.,Grain,2315 Old Geneva Rd.,Henderson,KY,42420,,"998,456 bus up"
Agp Grain,Grain,2315 W. Hwy. 6,Hastings,NE,68901,,"4,000,000 bus up; 2,350,000 bus fl."
Howson & Howson Ltd.,Specialty Mills,"232 Westmoreland St., P.O. Box 390",Blyth,ON,N0M 1H0,,"7,500 cwts."
"Columbia Grain International, Llc",Grain,"233 Central Ave., P.O. Box 577",Harlem,MT,59526,,"1,014,000 bus up."
"Bunge North America, Llc",Grain,234 S. Jefferson St.,Delphos,OH,45833,,"1,707,000 bus up."
Landus Cooperative,Grain,2340 Hwy. 71,Early,IA,50535,,"1,570,000 bus up."
Archer Daniels Midland Co.,Grain,2348 E. 154 S.,Fowler,IN,47944,,"797,293 bus up"
Archer Daniels Midland Co.,Grain,2349 E. 154 S.,Fowler,IN,47944,,"1,657,461 bus up; 966,141 bus fl"
"Pennant Ingredients, Inc.",Mix Plants,235 Buffalo Rd.,Rochester,NY,14611,,
Archer Daniels Midland Co.,Grain,2350 Broadway,Evansville,IN,47712,,"1,004,670 bus up."
Mfa Agri Services,Grain,"2350 Monroe, P.O. Box 308",Lexington,MO,64067,,"853,000 bus up."
"Bartlett Grain Company, Lp",Grain,2350 S. Main St.,South Jacksonville,IL,62650,,"7,843,000 bus up."
"The Andersons, Inc.",Grain,2380 Maple Rd.,American Falls,ID,83211,,"1,770,000 bus fl."
Azteca Milling,Specialty Mills,"23865 Ave. 18, P.O. Box 1107",Madera,CA,93638,,
Adm Milling Co.,Grain,240 Preston St.,Jackson,TN,38301,,"430,000 bus up"
Adm Milling Co.,Flour mills,240 Preston St.,Jackson,TN,38301,,
Adm Milling Co.,Specialty Mills,240 Preston St.,Jackson,TN,38301,,"26,000 bus."
Archer Daniels Midland Co.,Grain,2400 Fair St.,Lincoln,NE,68503,,"5,072,000 bus up."
"Cargill, Incorporated",Grain,2401 S. 37th St.,Council Bluffs,IA,51501,,"5,949,000 bus up"
"The Andersons, Inc.",Grain,2404 Lincoln Hwy.,Denison,IA,51442,,"2,500,000"
"Western Foods, Llc",Flour mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Specialty Mills,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Western Foods, Llc",Mix Plants,2404 Stagecoach Rd.,Stockton,CA,95215,,
"Brill, Inc.",Mix Plants,2410 S. Scheidt Lane,Bonner Springs,KS,66012,,
Archer Daniels Midland Co.,Grain,2417 Stockton Rd.,Stevens Point,WI,54482,,"1,800,000 bus up"
"Perdue Agribusiness Grain, Llc",Grain,242 Perdue Rd.,Cofield,NC,27922,,"3,100,000 bus up."
Early Morning Harvest,Flour mills,2425 Willow Ave.,Panora,IA,50216,,40 cwts
Early Morning Harvest,Specialty Mills,2425 Willow Ave.,Panora,IA,50216,,40 cwts
Early Morning Harvest,Specialty Mills,2425 Willow Ave.,Panora,IA,50216,,40 cwts
Early Morning Harvest,Specialty Mills,2425 Willow Ave.,Panora,IA,50216,,40 cwts
Early Morning Harvest,Specialty Mills,2425 Willow Ave.,Panora,IA,50216,,40 cwts.
Archer Daniels Midland Co.,Grain,2430 E. Fourth St.,Hutchinson,KS,67501,,"1,869,000 bus up"
"Busch Agricultural Resources, Llc",Grain,2440 Hwy. 89,Fairfield,MT,59436,,"3,770,000 bus up."
Aurora Cooperative Elevator Co.,Grain,2449 Rd. 4500,Edgar,NE,68935,,"2,500,000 bus up;"
"Panhandle Milling, Llc",Flour mills,245 Rd. 4063,Farmington,NM,87401,,"2,500 cwts"
"Panhandle Milling, Llc (Phm Brands Co.)",Specialty Mills,245 Rd. 4063,Farmington,NM,87401,,
"Attebury Grain, Inc. (Black)",Grain,2480 U.S. Hwy. 60,Friona,TX,79035,,"3,076,000 bus up; 1,492,000 bus fl"
Bakemark,Mix Plants,2480 Viking Way,Richmond,BC,V6V 1N2,,
"General Mills, Inc.",Grain,25 44th Ave. N.E.,Minneapolis,MN,55421,,"4,955,000 bus up."
"General Mills, Inc.",Specialty Mills,25 44th Ave. N.E.,Fridley,MN,55421,,
"Riviana Foods, Inc.",Specialty Mills,"25 W. White Oaks St., P.O. Box 744",Brinkley,AR,72021,,"650,000 cwts."
Adm Milling Co.,Flour mills,250 Ganson St,Buffalo,NY,14203,,"22,600 cwts"
"Duluth Storage, Llc",Grain,250 Garfield Ave.,Duluth,MN,55802,,"12,158,000 bus up."
"Cargill, Incorporated",Grain,"250 Sheridan St., P.O. Box 217",Maynard,MN,56260,,"3,074,000 bus up"
Montana Flour & Grain,Flour mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,480 cwts
Montana Flour & Grain,Specialty Mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,480 cwts.
Montana Flour & Grain,Specialty Mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,400 cwts
Montana Flour & Grain,Specialty Mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,480
Montana Flour & Grain,Specialty Mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,
Montana Flour & Grain,Specialty Mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,
Montana Flour & Grain,Specialty Mills,"2500 Chouteau St., P.O. Box 517",Fort Benton,MT,59442,,100 cwts
"Attebury Grain, Inc.",Grain,2500 E. 37th St.,Lubbock,TX,79404,,"8,039,000 bus up"
"General Mills, Inc.",Grain,2500 Ninth Ave. N.,Great Falls,MT,59401,,"1,600,000 bus up"
"General Mills, Inc.",Flour mills,"2500 Ninth Ave. N., P.O. Box 111",Great Falls,MT,59401,,"12,500 cwts"
"General Mills, Inc.",Specialty Mills,"2500 Ninth Ave. N., P.O. Box 111",Great Falls,MT,59401,,"4,500 cwts."
Archer Daniels Midland Co.,Grain,2502 Hwy. 56,Copeland,KS,67837,,"2,910,000 bus up; 480,000 bus fl."
Archer Daniels Midland Co. (Enid Elevator A),Grain,2502 N. 16th St.,Enid,OK,73701,,"7,700,000 bus up."
Archer Daniels Midland Co. (Enid Elevator B),Grain,2502 N. 16th St.,Enid,OK,73701,,"11,036,000 bus up."
Archer Daniels Midland Co. (Enid Elevator Y),Grain,2502 N. 16th St.,Enid,OK,73701,,"16,007,000 bus up."
Archer Daniels Midland Co. (Enid Elevator Z),Grain,2502 N. 16th St.,Enid,OK,73701,,"15,289,000 bus up."
"Viterra Usa Grain, Llc",Grain,25035 367th Ave.,Kimball,SD,57355,,"2,235,000 bus up"
P&H Milling Group,Flour mills,252 - 14th St.,Hanover,ON,N4N 3C5,,"11,000 cwts"
P&H Milling Group,Specialty Mills,252 - 14th St.,Hanover,ON,N4N 3C5,,
"Zeeland Farm Services, Inc.",Grain,"2525 - 84th Ave., P.O. Box 290",Zeeland,MI,49464,,"4,500,000 bus up."
"Weisenberger Mills, Inc.",Flour mills,"2545 Weisenberger Mill Rd., P.O. Box 215",Midway,KY,40347,,175 cwts.
"Weisenberger Mills, Inc.",Specialty Mills,"2545 Weisenberger Mill Rd., P.O. Box 215",Midway,KY,40347,,500 bus
"Weisenberger Mills, Inc.",Mix Plants,"2545 Weisenberger Mill Rd., P.O. Box 215",Midway,KY,40347,,
United Cooperative,Grain,2550 Clairville Rd.,Oshkosh,WI,54904,,"4,410,000 bus up"
Landus Cooperative,Grain,"256 Main St., P.O. Box 392",Manilla,IA,51454,,"914,000 bus up; 1,541,000 bus fl"
"Columbia Grain International, Llc 25609 U.S. Hwy. 2",Grain,25609 U.S. Hwy. 2,Cut Bank,MT,59427,,"176,000 bus up."
